text,speaker
" Thank you, Senator.",TAPPER
"  by not handing over the side deals, and we ought to see the United States Congress",CRUZ
" Thank you, Senator.",TAPPER
"  stand up together and say, Hand over this treaty, and protect this country.",CRUZ
" Thank you, Senator. I want to",TAPPER
 Jake?,FIORINA
  turn back to Governor Huckabee,TAPPER
 Jake?,FIORINA
" I want to turn back to Governor Huckabee. Governor Huckabee, last week, you held a rally for a county clerk in Kentucky who was jailed for refusing to issue marriage licenses to same-sex couples, as I dont need to tell you. Youve called what happened to Kim Davis, that clerk, an example of the criminalization of Christianity. There are several people on the stage who disagree with you. Governor Bush, for example, says that that clerk is sworn to uphold the law. Is Governor Bush on the wrong side of the criminalization of Christianity? HUCKABEE: No, I dont think hes on the wrong side of such an issue. Jeb is a friend. Im not up here to fight with Jeb or to fight with anybody else. But I am here to fight for somebody who is a county clerk elected under the Kentucky constitution that 75 percent of the people of that state had voted for that said that marriage was between a man and a woman. The Supreme Court in a very, very divided decision decided out of thin air that they were just going to redefine marriage. Its a decision that the other justices in dissent said they didnt have and there wasnt a constitutional shred of capacity for them to do it. I thought that everybody here passed ninth-grade civics. The courts cannot legislate. Thats what Roberts said. But heck, its what we learned in civics. The courts cant make a law. They can interpret one. They can review one. They cant implement it. They cant force it. But heres what happened: Because the courts just decided that something was going to be and people relinquished it and the other two branches of government sat by silently  I thought we had three branches of government, they were all equal to each other, we have separation of powers, and we have checks and balances. If the court can just make a decision and we just all surrender to it, we have what Jefferson said was judicial tyranny. The reason that this is a real issue that we need to think about",TAPPER
" Thank you, Governor.",TAPPER
" No, no. Let me finish this one thought, Jake. I havent gotten that much time, so Im going to take just what little I can here. We made accommodation to the Fort Hood shooter to let him grow a beard. We made accommodations to the detainees at Gitmo  Ive been to Gitmo, and Ive seen the accommodations that we made to the Muslim detainees who killed Americans.",HUCKABEE
" Youre telling me that you cannot make an accommodation for an elected Democrat county clerk from Rowan County, Kentucky? What else is it other than the criminalization of her faith and the exaltation of the faith of everyone else who might be a Fort Hood shooter or a detainee at Gitmo?",HUCKABEE
" Well, Im not telling you that, Governor. But Governor Bush is, because he  because he disagrees. He thinks that Kim Davis swore to uphold the law. You disagree? Youre not  you dont",TAPPER
 I dont think  youre not stating my views right.,BUSH
 OK. Please do.,TAPPER
" I think there needs to be accommodation for someone acting on faith. Religious conscience is  is  is a first freedom. Its  its a powerful part of our  of our Bill of Rights. And, in a big, tolerant country, we should respect the rule of law, allow people in  in  in this country  Im a  I was opposed to the decision, but we  you cant just say, well, they  gays cant get married now. But this woman, there should be some accommodation for her conscience, just as there should be for people that are florists that dont want to participate in weddings, or bakers. A great country like us should find a way to have accommodations for people so that we can solve the problem in the right way. This should be solved at the local level",BUSH
 You did,TAPPER
" And so we do agree, Mike.",BUSH
 I was  (CROSSTALK),CHRISTIE
" Governor, you said, quote, she is sworn to uphold the law.",TAPPER
" She is, and so if she, based on conscience, cant sign that  that marriage license, then there should be someone in her office to be able to do it, and if the law needs to be changed in the state of Kentucky, which is what shes advocating, it should be changed.",CHRISTIE
" Let me go to my colleague Dana Bash, who has a question.",TAPPER
" Governor Kasich, Senator Cruz is so committed to stripping federal funds from Planned Parenthood that it could result in shutting down the federal government in just about two weeks. Do you agree with Senator Cruzs tactic?",BASH
" Well, I agree that we should defund Planned Parenthood. I dont know many people in America who dont think that we should, and in my state, were trying to figure out how to get it done, because we are threatened with the federal government taking all of our Medicaid money away. I think there is a way to get this done by giving governors the ability to be able to act to defund Planned Parenthood. But when (ph) it comes to closing down the federal government, you gotta be very careful about that. When we shut the government down  if we have a chance at success and its a great principle, yes. The president of the United States is not going to sign this, and all were gonna do is shut the government down, and then were gonna open up  open it up, and the American people are gonna shake their heads and say, whats the story with these Republicans? So I think there is a way to get to cutting off the funding for Planned Parenthood. I was in the Congress for 18 years, balanced the budget, cut taxes, got it done. Changed welfare, went around the president to get welfare reform done. There are ways to do it without having to shut the government down, but Im sympathetic to the fact that we dont want this organization to get funding, and the money ought to be reprogrammed for family planning in other organizations that dont support this tactic. But I would not be for shutting the government down",KASICH
 Thank you.,BASH
 because I dont think its going to work out.,KASICH
" Thank you. Senator Cruz, I would just add that, on this stage not that long ago, Senator Graham said that this tactic that youre pushing would tank the Republicans ability to win in 2016.",BASH
" Well, let me tell you, Dana, number one, Im proud to stand for life. These Planned Parenthood videos are horrifying. I would encourage every American to watch the videos. See  seeing your Planned Parenthood officials callously, heartlessly bartering and selling the body parts of human beings, and then ask yourself, are these my values? These are horrifying. On these videos, Planned Parenthood also essentially confesses to multiple felonies. It is a felony with ten years jail term to sell the body parts of unborn children for profit. Thats what these videos show Planned Parenthood doing. Absolutely we shouldnt be sending $500 million of taxpayer money to funding an ongoing criminal enterprise, and Ill tell you, the fact that Republican leadership in both houses has begun this discussion by preemptively surrendering to Barack Obama and saying, well give in because Obama threatens a veto. You know, Obamas committed to his principles. His liberal principles, he will fight for them. He says",CRUZ
" Thank you, senator.",BASH
" I will veto any budget that doesnt fund Planned Parenthood, and Republicans surrender. We need to stop surrendering and start standing",CRUZ
 Thank you,BASH
 for our principles. (CROSSTALK),CRUZ
" Governor  governor, I want to go to you. Is it what Senator Cruz says, a surrender by Republicans?",BASH
" Were not  what I can tell you is this. We didnt surrender in New Jersey, six years ago, as the brand new first ever pro-life governor of New Jersey since Roe versus Wade, I defended Planned Parenthood. And Ive vetoed Planned Parenthood funding, now, eight times in New Jersey. Since the day I walked in as governor, Planned Parenthood has not been funded in New Jersey. We stood up and every one of those vetoes has been sustained. But heres the problem, were  were fighting with each other up here. We agree. Lets ask Hillary Clinton. She believes in the systematic murder of children in the womb to preserve their body parts",CHRISTIE
 But,BASH
" Dana, in a way that maximizes their value for sale for profit. It is disgusting, and the American people need to hear it",CHRISTIE
 But is it,BASH
" we shouldnt be fighting with each other. Shes the real opponent, shes the real problem.",CHRISTIE
" But, governor, the  but, governor, the reality is, in just two weeks time",BASH
" we are going to be facing a question about whether or not its enough to shut down the government to make that statement, because there is still a Democrat in the White House. Do you oppose it or support it?",BASH
" Ill tell you what  Ill tell you what Id be willing to fight for. Ill tell you what Id be willing to fight for. Why will (ph) we put tax reform on the presidents desk, so we can simplify this tax system?",CHRISTIE
" Yes or no, do you support this shutdown?",BASH
" No, no, its really important, Dana. We got to talk about what we would be willing to shut down for. Why dont we put tax reform on this presidents desk, and make him veto it if thats what he wants to do? Why havent we repealed and replaced Obamacare? Make him veto if thats what he wants to do.",CHRISTIE
 Were talking about Planned Parenthood right now.,BASH
 And why dont we do the same thing with Planned Parenthood?,CHRISTIE
 Can you answer yes or no?,BASH
" We elected a Republican Congress to do this. And they should be doing it, and theyre not. And theyre giving the president a pass.",CHRISTIE
" Dana, Id like to",FIORINA
" One more time. Im sorry, I just want to get the answer.",BASH
" I put it in the list, Dana. We should be doing these things and forcing the president to take action.",CHRISTIE
 So you would support a shutdown.,BASH
" Lets force him to do what he says hes going to do. Now I dont know whether hell do it or not, but lets force him to do it.",CHRISTIE
" Dana, I would like to link these two issues, both of which are incredibly important, Iran and Planned Parenthood. One has something to do with the defense of the security of this nation. The other has something to do with the defense of the character of this nation. You have not heard a plan about Iran from any politician up here, here is my plan. On day one in the Oval Office, I will make two phone calls, the first to my good friend to Bibi Netanyahu to reassure him we will stand with the state of Israel. The second, to the supreme leader, to tell him that unless and until he opens every military and every nuclear facility to real anytime, anywhere inspections by our people, not his, we, the United States of America, will make it as difficult as possible and move money around the global financial system. We can do that, we dont need anyones cooperation to do it. And every ally and every adversary we have in this world will know that the United States in America is back in the leadership business, which is how we must stand with our allies. As regards Planned Parenthood, anyone who has watched this videotape, I dare Hillary Clinton, Barack Obama to watch these tapes. Watch a fully formed fetus on the table, its heart beating, its legs kicking while someone says we have to keep it alive to harvest its brain. This is about the character of our nation, and if we will not stand up in and force President Obama to veto this bill, shame on us.",FIORINA
" Dana, I want to continue on the subject. Governor Bush, you recently said while discussing Planned Parenthood, quote, youre not sure we need a half billion for womens health issues. Now youve since said that you misspoke, you didnt mean to say womens health issues. But Donald Trump said that quote, that comment, which Hillary Clinton did seize upon immediately, will haunt you the same way Mitt Romneys 47 percent video haunted him. Tell Donald Trump why hes wrong.",TAPPER
" Well, hes wrong on a lot of things, but on this hes wrong because Im the most pro-life governor on this stage. I got to act on my core beliefs. Its part of who I am. Life is a gift from God. And from beginning end we need to respect it and err on the side of life. And so I defunded Planned Parenthood. We created a climate where parental notification took place. We were the only state to fund crisis pregnancy centers with state moneys. We were totally focused on this. And I would bring that kind of philosophy to Washington, D.C. So here is a solution to this. Title X of the HHS funding, there is something that was the Reagan Rule. It was passed in 1988. And in that rule it was defined, and the courts approved this, that a Planned Parenthood, you couldnt separate the money between the actual abortion procedures, and there are 330,000 abortions that take place in this clinic, and their promotion of it. He interpreted it the right way, the courts ruled in his favor, and Planned Parenthood did not get funding during that time until President Clinton came in. When Im elected president, we will restore that interpretation of Title X. And this deal will be finished.",BUSH
" Thank you, Governor Bush. Donald Trump, let me just",TAPPER
" Jeb, just",TRUMP
" The quote was, Im not sure we need half a billion dollars for womens health issues. He said he misspoke. You said that thats going to haunt him. Why do you think that?",TAPPER
" I think it will haunt him. I think its a terrible. I think its going to haunt him absolutely. He came back later and he said he misspoke. There was no question because I heard when he said the statement. I was watching and he said the statement. And I said, wow, I cant believe it. I will take care of women. I respect women. I will take care of women. One thing we will say and I would like to get back to the Iran situation. Were talking about Iran. The agreement was terrible. It was incompetent. Ive never seen anything like it. One of the worst contracts of any kind Ive ever seen. And nobody ever mentions North Korea where you have this maniac sitting there and he actually has nuclear weapons and somebody better start thinking about North Korea and perhaps a couple of other places. But certainly North Korea. And Ted and I have spoken. Weve  a lot of us have spoken. Were talking about Iran. They are bad actors, bad things are going to happen. But in the meantime, you have somebody right now in North Korea who has got nuclear weapons and who is saying almost every other week, Im ready to use them. And we dont even mention it.",TRUMP
 Governor Bush?,TAPPER
" There are 13,000 community-based organizations that provide health services to women, 13,000 in this country. I dont believe that Planned Parenthood should get a penny from the federal government. Those organizations should get funding, just as I increased funding when I was governor of the state. Thats the way you do this is you improve the condition for people. And, Donald, when I was governor, we also increased the opportunities for women. Womens income grew three times faster than the national average when I was governor.",BUSH
 So why didnt you say it? Why didnt you say it?,TRUMP
 We improved  we improved ,BUSH
" I know, but why did you say it? I heard it myself. Why did you say it?",TRUMP
  we increased child support  we increased child support with a broken system by 90 percent.,BUSH
 You said youre going to cut funding for womens health. You said it.,TRUMP
 I have a proven record. I have a proven record.,BUSH
 You said it.,TRUMP
 I want to  were going to get to ,TAPPER
" Jake, just one more moment. This is  theres something bigger to this. Now, I  like so many other governors here, I defunded Planned Parenthood four-and-a-half years ago, in a Blue State. But its bigger than that. We did that in a Blue State, we took the money and put it into womens health, so we did exactly what were talking about here. But I think the bigger issue here is we should be able to do this nationally, and this is precisely why so many Republicans are upset with Washington. They see the House and they see the Senate and they say why cant we pass this. Why cant we defund Planned  put it in a spending bill. Forget about the 60-vote rule, theres no reason  and the Constitution doesnt call for 60 votes. Pass it with 51 votes, put it on the desk of the president ",WALKER
" Thank you, Governor.",TAPPER
  and go forward and actually make a point. This is why ,WALKER
" Thank you, Governor.",TAPPER
  people are upset with Washington.,WALKER
" Were going to  were going to get to many of these issues. This  were still in the first block, believe it or not. Were going to get to many of these issues, but before we end this block, Ms. Fiorina, I do want to ask you about this. In an interview last week in Rolling Stone magazine, Donald Trump said the following about you. Quote, Look at that face. Would anyone vote for that? Can you imagine that, the face of our next president? Mr. Trump later said he was talking about your persona, not your appearance. Please feel free to respond what you think about his persona. (LAUGHTER)",TAPPER
" You know, its interesting to me, Mr. Trump said that he heard Mr. Bush very clearly and what Mr. Bush said. I think women all over this country heard very clearly what Mr. Trump said.",FIORINA
" I think shes got a beautiful face, and I think shes a beautiful woman.",TRUMP
" All right. On that note, in less than two minutes  were going to take a very quick break. In less than two minutes, the most contentious issue on the campaign trail. And the candidates on the stage are split over how to handle it. Thats coming up next. Please give some applause to the candidates. (COMMERCIAL BREAK)",TAPPER
" Welcome to CNNs Republican Presidential Debate. No topic perhaps has been more combustible in this campaign than the issue of immigration. Mr. Trump, you have called for deporting every undocumented immigrant, Governor Christie has said, quote, There are not enough law enforcement officers  local, county, state and federal combined  to forcibly deport 11 to 12 million people. Tell Governor Christie how much your plan will cost, and how you will get it done.",TAPPER
" Correct. First of all, I want to build a wall, a wall that works. So important, and its a big part of it. Second of all, we have a lot of really bad dudes in this country from outside, and I think Chris knows that, maybe as well as anybody. They go, if I get elected, first day theyre gone. Gangs all over the place. Chicago, Baltimore, no matter where you look. We have a country based on laws. I will make sure that those laws are adhered to. These are illegal immigrants. I dont think youd even be asking this question if I didnt run because when I ran, and I brought this up, my opening remarks at Trump Tower, I took heat like nobody has taken heat in a long time. And, then they found out with the killing of Katie, from San Francisco, and so many other crimes, they found out that I was right. And, most people, many people, apologized to me. I dont think youd even be talking about illegal immigration if it werent for me. So, we have a country of laws, theyre going to go out, and theyll come back if they deserve to come back. If theyve had a bad record, if theyve been arrested, if theyve been in jail, theyre never coming back. Were going to have a country again. Right now, we dont have a country, we dont have a border, and were going to do something about it, and it can be done with proper management, and it can be done with heart.",TRUMP
" Governor Christie, you and I have talked about this in an interview. You say that his big wall, his plan to deport 11 to 12 million undocumented immigrants, it sounds great, but its never going to happen. Tell him why youre skeptical of his plans?",TAPPER
" First of, Jake, I dont yield to anybody on how to enforce the law. Im the only person on this stage who spent seven years as a United States Attorney after September 11th, and I know how to do this. The fact is though that for 15,000 people a day to be deported every day for two years is an undertaking that almost none of us could accomplish given the current levels of funding, and the current number of law enforcement officers. Heres what we need to do, and I think this is where Donald is absolutely right. What we need to do is to secure our border, and we need to do it with more than just a wall. We need to use electronics, we need to use drones, we need to use FBI, DEA, and ATF, and yes, we need to take the fingerprint of every person who comes into this country on a visa, and when they overstay their visa, we need to tap them on the shoulder, and say, You have overstayed your welcome, youre taking advantage of the American people. Its time for you to go. If we had that kind of system in place, we wouldnt have the 11 million people we have now.",CHRISTIE
" Thank you, Governor Christie",TAPPER
" By the way, I agree with  with what Chris is saying, but, I will say this. Illegal immigration is costing us more than $200 billion dollars a year just to maintain what we have.",TRUMP
" I want to bring in Dr. Carson because he too has been skeptical of your plan to immediately deport 11 to 12 million illegal immigrants. He said, quote, People who say that have no idea what this entails. Why do you say that, Dr. Carson?",TAPPER
" Well, first of all, I recognize that we have an incredible illegal immigration problem. I was down in Arizona a few weeks ago at the border. I mean, the fences that were there were not manned, and those are the kind of fences when I was a kid that would barely slow us down. So, I dont see any purpose in having that. Now, what we need to do is look at something that actually works. Yuma County, Arizona. They stop 97 percent of the illegal immigrants through there. They put in a double fence with a road so that there was quick access by the enforcement people. If we dont seal the border, the rest of this stuff clearly doesnt matter. Its kind of ridiculous all the other things we talk about. We have the ability to do it, we dont have the will to do it. There was one area where they had cut a hole in the fence, and to repair it, they put a few strands of barb wire across. Well, the photographers who were there with us, they wanted to photograph us from the side of the Mexicans, and they went through there, and they were not physically fit people, and they took their cameras and things with them, and shot us from the other side. Thats how easy it is to get across. And, the drugs, I mean, it goes on, and on, and on. ICE tells them to release these people, 67,000 criminals released",CARSON
 Dr. Carson,TAPPER
" on to our property, its ridiculous.",CARSON
" With all due respect, you said about Donald Trumps plan to deport 11 to 12 million undocumented immigrants, People who say that have no idea what this entails. Why not?",TAPPER
" Well, I have also said, if anybody knows how to do that, that I would be willing to listen. And, if they can, you know, specify exactly how thats going to be done, and what the cost, and it sounds reasonable, then I think its worth discussing TRUMP(?): (INAUDIBLE)",CARSON
 lets continue the conversation about illegal immigration with Dana Bash.,TAPPER
" Governor Bush, Mr. Trump has suggested that your views on immigration are influenced by your Mexican born wife. He said that, quote, If my wife were from Mexico, I think I would have a soft spot for people from Mexico. Did Mr. Trump go to far in invoking your wife?",BASH
" He did, he did. Youre proud of your family, just as I am.",BUSH
 Correct.,TRUMP
" To subject my wife into the middle of a raucous political conversation was completely inappropriate, and I hope you apologize for that, Donald.",BUSH
" Well, I have to tell you, I hear phenomenal things. I hear your wife is a lovely woman",TRUMP
 She is. Shes fantastic.,BUSH
" I dont know her, and this is a total mischaracterization",TRUMP
" She is absolutely the love of my life, and shes right here",BUSH
 Good.,TRUMP
 And why dont you apologize to her right now.,BUSH
" No, I wont do that, because Ive said nothing wrong.",TRUMP
 Yeah.,BUSH
 But I do hear shes a lovely woman.,TRUMP
" So, heres the deal. My wife is a Mexican-American. Shes an American by choice. She loves this country as much as anybody in this room, and she wants a secure border. But she wants to embrace the traditional American values that make us special and make us unique. Were at a crossroads right now. Are we going to take the Reagan approach, the hopeful optimistic approach, the approach that says that, you come to our country legally, you pursue your dreams with a vengeance, you create opportunities for all of us? Or the Donald Trump approach? The approach that says that everything is bad, that everything is coming to an end. I",BUSH
 Mr. Trump?,BASH
 Jeb said,TRUMP
 Im on the Reagan side of this.,BUSH
"  that they come into our country as an act of love. With all of the problems we that we have, in so many instances  we have wonderful people coming in. But with all of the problems  this is not an act of love. Hes weak on immigration  by the way, in favor of Common Core, which is also a disaster, but weak on immigration. He doesnt get my vote.",TRUMP
 Mr. Trump,BASH
" Dana, with all being said to Mr. Trump",FIORINA
 Go ahead.,BASH
" Immigration did not come up in 2016 because Mr. Trump brought it up. We talked about it in 2012, we talked about it in 2008. We talked about it in 2004.",FIORINA
 Not with this intensity.,TRUMP
 We have been talking about it for 25 years. This is why people are tired of politicians.,FIORINA
" Ms. Fiorina  Ms. Fiorina, were going to come to you, were going to come to you. I just want to give Governor Bush a chance to respond to what Mr. Trump said. BUSH: Look, first of all, I wrote a book about this, three  four years ago, now. And I laid out a comprehensive, conservative approach for immigration reform. And it does require securing the border. No one disagrees with that. But to build a wall, and to deport people  half a million a month  would cost hundreds of billions of dollars, Donald. Hundreds of billions of dollars. It would destroy community life, it would tear families apart. And it would send a signal to the rest of the world that the United States values that are so important for our long-term success no longer matter in this country.",BASH
" As I said, we are spending $200 billion  we are spending $200 billion a year on maintaining what we have. We will move them out. The great ones will come back, the good ones will come back. Theyll be expedited, theyll be back, theyll come back legally. Well have a country  theyll come back, legally.",TRUMP
" OK, on that note, you have criticized Governor Bush for speaking Spanish on the campaign trail. You said, quote, He should really set an example by speaking English in the United States. Whats wrong with speaking Spanish?",BASH
" Well, I think its wonderful and all, but I did it a little bit half-heartedly, but I do mean it to a large extent. We have a country, where, to assimilate, you have to speak English. And I think that where he was, and the way it came out didnt sound right to me. We have to have assimilation  to have a country, we have to have assimilation. Im not the first one to say this, Dana. Weve had many people over the years, for many, many years, saying the same thing. This is a country where we speak English, not Spanish.",TRUMP
" Well, Ive been speaking English here tonight, and Ill keep speaking English. But the simple fact is, if a high school kid asks me a question in Spanish, a school  by the way, a voucher program that was created under my watch, the largest voucher program in the country, where kids can go to a Christian school, and they ask me a question in Spanish, Im going to show respect and answer that question in Spanish. Even though they do speak English, and even though they embrace American values.",BUSH
" This is a reporter, not a high school kid.",TRUMP
" Ms. Dana, I agree that English is the unifying language of our country, and everyone should learn to speak it. Its important. I want to tell you a story about someone that didnt speak English that well. It was my grandfather; he came to this country in the 1960s, as a  escaping Cuba. And he lived with us, growing up. And my grandfather loved America. He understood what was so special about this country. He loved Ronald Reagan; he would be very proud of the fact that were here this evening. My grandfather instilled in me the belief that I was blessed to live in the one society in all of human history where even I, the son of a bartender and a maid, could aspire to have anything, and be anything that I was willing to work hard to achieve. But he taught me that in Spanish, because it was the language he was most comfortable in. And he became a conservative, even though he got his news in Spanish. And so, I do give interviews in Spanish, and heres why  because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility. And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision.",RUBIO
" Thank you, Senator Rubio.",TAPPER
" Senator Cruz  Senator Cruz, this week, we learned more about Dr. Carsons plan for the 11 million to 12 million undocumented immigrants in this country. Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.",TAPPER
 Not exactly what I said.,CARSON
" Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us.",TAPPER
" Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we dont have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because thats the place where Americans dont seem to want to work. Thats what I said. And they have a six-month period to do that. If they dont do it within that time period, then they become illegal, and as illegals, they will be treated as such.",CARSON
" OK, from the horses mouth, Senator Cruz, does that fit your definition of amnesty?",TAPPER
" Well, Jake, you know, Im  Im very glad that Donald Trumps being in this race has forced the mainstream media finally to talk about illegal immigration. I think thats very important. I like and respect Ben Carson. Ill let him talk about his own plans. But I will say this: The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences. A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan. In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight. You know, folks here have talked about, how do you secure the borders? Well, Ive been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system",CRUZ
" Thank you, Senator. Senator Rubio",TAPPER
 Can I  can I  can I just,CARSON
  Im not sure,TAPPER
 Can I correct,CARSON
" Well come back to you  well come back to you in one second, sir. But Senator Rubio, Im not sure exactly whose plan hes  hes saying is  constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, well come to you.",TAPPER
 OK.,CARSON
" Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My familys immigrants. My neighbors are all immigrants. My in-laws are all immigrants. So Ive seen every aspect of it, and I can tell you America doesnt have one immigration problem, it has three. First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally. Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit. And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally. And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way. Heres the way forward: First, we must  we must secure our border, the physical border, with  with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system. After weve done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here. And after weve done those two things, I believe the American people",RUBIO
" Thank you, Senator.",TAPPER
"  will be very reasonable and responsible about what you do with someone whos been here and isnt a criminal. If youre a criminal, obviously, you will not be able to stay.",RUBIO
" Thank you, Senator. Senator  Dr. Carson  I want to give you 30 seconds. Id like you to answer the question. Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?",TAPPER
" My plan is not amnesty for a number of reasons. Number one, you know, Ive talked to farmers, and they said they cannot hire Americans to do the kind of job that Im talking about. And the second reason is because the individuals who register as guest workers, they dont get to vote, they are not American citizens, and they dont get the rights and privileges of American citizens. So thats key. But the other thing that I want to bring up is, I mentioned something earlier. I think it was just sort of glossed over. I talked about the success in Yuma County, I mean, incredible success, and the Department of Justice said, No, we dont want to do that. Thats too successful. We dont have to keep reinventing the wheel. All we have to do is look at things that work. All we have to do is use a little common sense.",CARSON
" Thank you, Dr. Carson. I want to talk about the issue of birthright citizenship, which  which has emerged since the first debate as  as an a  a major issue in this campaign. Mr. Trump, you say that babies born in the United States to undocumented immigrants should not any longer get automatic American citizenship. Ms. Fiorina says that you are pandering on this issue and acting like the politicians that you rail against. Whats your message to Ms. Fiorina on birthright citizenship?",TAPPER
" Well, first of all, the  the 14th Amendment says very, very clearly to a lot of great legal scholars  not television scholars, but legal scholars  that it is wrong. It can be corrected with an act of Congress, probably doesnt even need that. A woman gets pregnant. Shes nine months, she walks across the border, she has the baby in the United States, and we take care of the baby for 85 years. I dont think so. And by the way, Mexico and almost every other country anywhere in the world doesnt have that. Were the only ones dumb enough, stupid enough to have it. And people  and by the way, this is not just with respect to Mexico. They are coming from Asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby. The 14th Amendment, it reads properly, you can go and  its probably going to be have to be check  go through a process of court, probably ends up at the Supreme Court, but there are a lot of great legal scholars that say that is not correct. And in my opinion, it makes absolutely no  were the only  one of the only countries, were going to take care of those babies for 70, 75, 80, 90 years? I dont think so.",TRUMP
" Ms. Fiorina, the vast majority of countries do not have birthright citizenship",TAPPER
 Donald Trump is right about that. Why is it pandering when hes  he says this?,TAPPER
" First let me say, We have just spent a good bit of time discussing, as Republicans, how to solve this problem. I would ask your audience at home to ask a very basic question. Why have Democrats not solved this problem? President Obama campaigned in 2007 and 2008 on solving the immigration problem. He entered Washington with majorities in the House and the Senate. He could have chosen to do anything to solve this pro  this problem. Instead, he chose to do nothing. Why? because the Democrats dont want this issue solved.",FIORINA
 Ms. Fiorina,TAPPER
 They want it to be an issue that they can use. As to birthright citizenship,FIORINA
 Please.,TAPPER
" the truth is, you cant just wave your hands and say the 14th Amendment is gonna go away. It will take an extremely arduous vote in Congress, followed by two-thirds of the states, and if that doesnt work to amend the Constitution, then it is a long, arduous process in court. And meanwhile, what will continue to go on is what has gone on for 25 years. With all due respect, Mr. Trump, weve been talking about illegal immigration for 25 years. San Francisco has been a sanctuary city since 1989. There are 300 of them. And meanwhile, what has happened? Nothing. The border remains insecure. The legal immigration system remains broken. Look, we know what it takes to secure a border. Weve heard a lot of great ideas here. Money, manpower, technology TAPPER : Thank you, Ms. Fiorina.",FIORINA
" mostly, apparently, leadership",FIORINA
 Thank you.,TAPPER
 the kind of leadership that understands how to get results.,FIORINA
" Thank you, Ms. Fiorina. Mr. Trump, I want to give you the chance to respond",TAPPER
" I agree 100 percent, by the way, with Carly on the fact that the Democrats do not want to solve this problem, for the obvious reasons, but they do not. But I believe that a reading of the 14th Amendment allows you to have an interpretation where this is not legal and where it cant be done. Ive seen both sides, but some of the greatest scholars agree with me, without having to go through Congress. If you do go through Congress, you can absolutely solve the problem. TAPPER: Thank you, Mr. Trump. Senator Paul",TRUMP
" But you  you would stipulate, Mr. Trump, but not everyone agrees with you.",FIORINA
" Thats true, sure.",TRUMP
 OK.,FIORINA
" Senator Paul, I want to bring you in. Where  where do you stand on the issue of birthright citizenship?",TAPPER
" Well, I hate to say it, but Donald Trump has a bit of a point here. The case that was decided around 1900 was, people had a green card, were here legally, and they said that their children were citizens. Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens. So it hasnt really been completely adjudicated. The 14th Amendment says that those who are here and under the jurisdiction. The original author of the  of the 14th Amendment said on the Senate floor that this was applying to slaves, and did not specifically apply to others.",PAUL
" All right. Senator Paul, thank you so much. Lets turn to a new topic. Weve received a lot of questions on social media about the economy and about jobs. We have two CEOs on stage right now. Ms. Fiorina, you were CEO of Hewlett Packard. Donald Trump says you, quote, ran HP into the ground, you laid off tens of thousands of people, you got viciously fired. For voters looking to somebody with private-sector experience to create American jobs, why should they pick you and not Donald Trump?",TAPPER
