text,speaker
" Respond on the debt limit, or an answer to the governor, which ever you choose.",QUINTANILLA
" Well, sure. This deal in Washington is an example of why Washingtons broken. Republican leadership joined with every single Democrat, add $80 trillion to our debt to do nothing to fix the problems. And, let me now on Social Security because we were getting into a good substantive exchange, and I want to say I think both Chris, and Mike are right. Governor Huckabees exactly right, we need to honor the promises made to our seniors, but for younger workers  look. Im 44 years old. It is hard to find someone in my generation that thinks Social Security will be there for us. We can save and preserve and strengthen Social Security by making no changes for seniors, but for younger workers gradually increasing the retirement age, changing the rate of growth so that it matches inflation, and critically allowing younger workers to keep a portion of our tax payments in a personal account that we own, we control them, we can pass on to our kids.",CRUZ
" 30 seconds, Governor Huckabee.",QUINTANILLA
" John, listen, lets keep in mind that for one-third of the 60 million Americans on Social Security it represents 90 percent of their income. And, when I hear people talking about means testing, lets just remember what that means. If we means test Social Security, it means that the government decides whether or not I deserve it. If a person lives in a seven room house, does the government get to say you dont need seven rooms, were going to take two of them away?",HUCKABEE
" Folks, the government has no business stealing even more from the people who have paid this in. I just want to remind you, people paid their money. They expect to have it. And, if this government doesnt pay it, than tell me whats different between the government and Bernie Madolf, who sits in prison today for doing less than what the government has done to the people on social security and Medicare in this country.",HUCKABEE
" Governor, thank you. We will take a break. The Republican Presidential debate, live from Boulder, Colorado, coming back after a break on CNBC. (COMMERCIAL BREAK)",QUINTANILLA
" Welcome back to the presidential debate for the Republicans. We are live in Boulder, Colorado, right here on CNBC. Folks, well get right back into this. Mr. Trump, lets talk a little bit about bankruptcies. Your Atlantic City casinos filed for bankruptcy four times. In fact, Fitch, the ratings agency, even said that they were serial filers for all of this. You said that you did great with Atlantic City, and you did. But some of the individuals  the bondholders, some of the contractors who worked for you, didnt fare so well. Bankruptcy is a broken promise. Why should the voters believe the promises that youre telling them right now?",QUICK
" Well, first of all, like many other very big businessmen, I could name them here, but Im not going to do that for a lot of obvious reasons, but the biggest, and almost all of them, theyve all used the chapter laws, the bankruptcy laws to their own benefit. Before this, I was a very successful person as a developer and as a businessman. Atlantic City has gone bad. I mean, Chris will know about that. Im not blaming Chris, by the way, but he will know about that. Caesars  excuse me  Caesars, the Rolls-Royce, as you know, is in bankruptcy. Almost every hotel in Atlantic City has either been in bankruptcy or will be in bankruptcy  the biggest. But also the biggest people (ph)  now Ive used that to my advantage as a business man, for my family, for myself. I never filed for bankruptcy. But many, many people did. What happened with Atlantic City is very, very disgraceful. Now hundreds of companies Ive opened. Ive used it three times, maybe four times. Came out great. But I guess Im supposed to come out great. That is what I could do for the country. We owe $19 trillion, boy am I good at solving debt problems. Nobody can solve it like me. But I will tell you this, Atlantic City, youre using that, hundreds of companies that I have opened have thrived. I built a net worth of way over $10 billion, and I have done it four times out of hundreds. And Im glad I did it. I used the laws of the country to my benefit, Im sorry.",TRUMP
" Mr. Trump, thank you.",QUICK
 Thank you.,TRUMP
" Dr. Carson, in recent weeks, a number of pharmaceutical companies has been accused of profiteering, for dramatically raising the prices of life-saving drugs. You have spent a lifetime in medicine. Have these companies gone too far? Should the government be involved in controlling some of these price increases?",CRAMER
" Well, there is no question that some people go overboard when it comes to trying to make profits, and they dont take into consideration the American people. What we have to start thinking about, as leaders, particularly in government, is what can we do for the average American? And you think about the reasons that were having such difficulty right now with our job market. Well, the average small manufacturer, whatever theyre manufacturing, drugs or anything, if they have less than 50 employees, the average cost in terms of regulations is $34,000 per employee. Makes it a whole lot easier for them to want to go somewhere else. So what were going to have to start doing instead of, you know, picking on this group or this group, is were going to have to have a major reduction in the regulatory influence that is going on. The government is not supposed to be in every part of our lives, and that is what is causing the problem.",CARSON
" Thank you, Dr. Carson. Governor Christie, there has been a lot of political rhetoric that some bank executives should have gone to jail for the 2008 financial crisis. But General Motors paid more than $1 billion in fines and settlements for its ignition switch defect. One hundred and twenty- four people died as a result of these faulty switches. No one went to jail. As a former prosecutor, do you believe the people responsible for the switch and the cover-up belong behind bars?",CRAMER
" You bet they do. And if I were the prosecutor, that is exactly where they would be. The fact is that this Justice Department under this president has been a political Justice Department. It has been a Justice Department that decided that they want to pick who the winners and losers are. They like General Motors, so they give them a pass. They dont like somebody else like David Petraeus, they prosecute them and send a decorated general on to disgrace. Its a political Justice Department. And, Jim, you know full well that in the seven years I was U.S. attorney we went after pharmaceutical companies. We went after companies that were ripping off shareholders. We went after companies that were doing things that were against the law. And to expand on Mr. Carsons  or Dr. Carsons question, lets face it, we have laws already. We dont need newer (ph) laws. We dont need Hillary Clintons price controls for  again, does anybody out there think that giving Washington, D.C., the opportunity to run the pharmaceutical industry is a good idea, given how well they have done running the government? So what we do, though, is, if there is somebody who is price- gouging, we have laws for prosecutors to take that on. Lets let a Justice Department  and I will make an attorney general who will enforce the law and make justice more than just a word. It will be a way of life.",CHRISTIE
" Thank you, Governor Christie.",CRAMER
" Jim, thanks. Governor Bush, in a debate like this four years ago, every Republican running for president pledged to oppose a budget deal containing any tax increase even if it had spending cuts ten times as large. A few months later, you told Congress, put me in, coach, you said you would take that deal. Still feel that way?",HARWOOD
" Well, the deal was done. Barack Obama got his massive tax increase, and there was no spending cuts. You just see the recent deal announced today or yesterday, more spending, more tax increasing, more regulation. And now we have to accept 2 percent, the new normal for economic growth. And the net result is the middle class has $2,300 less in their pockets than the day that Barack Obama got elected president. And now they see Hillary Clinton proposing a third term of economic policy for our country. We need to reverse that. And my record was one of cutting taxes each and every year. You dont have to guess about it, because I actually have a record. $19 billion of tax cuts, 1.3 million jobs created. We were one of two states to go to AAA bond rating, and our government spending was far less than the spending in peoples income.",BUSH
" But to  to the point that you made to Congress, if you were president and you were offered a bipartisan deal that had one dollar",HARWOOD
 You find me,BUSH
" one dollar of tax increases per ten dollars of spending cuts, would you take it?",HARWOOD
" You find me a Democrat  you find me a Democrat that will cut spending ten dollars? Heck, find me a Republican in Congress that would cut spending ten dollars. Ill talk to them.",BUSH
 So you dont want the coach to put you in any more?,HARWOOD
" Look, the  the deal is already done. The biggest tax increase happened under the watch of Barack Obama, and spendings gone up. You find a Democrat thats for cutting taxes  cutting spending ten dollars, Ill give them a warm kiss. (LAUGHTER)",BUSH
" Thank you, governor. Carl?",HARWOOD
" Mrs. Fiorina, in 2010, while running for Senate in Tech Ridge (ph), California, you called an Internet sales tax a bad idea. Traditional brick and mortar stores obviously disagree. Now that the Internet shopping playing field has matured, what would be a fair plan to even that playing field?",QUINTANILLA
" You know, I want to go back for a moment to what we were just talking about. Crony capitalism is alive and well, and has been so in Washington, D.C. for decades. Whats crony capitalism? Crony capitalism is what happens when government gets so big and so powerful that only the big and the powerful can handle it. So why are the pharmaceutical companies consolidating? Why are there five even bigger Wall Street banks now, instead of the ten we used to have on Wall Street? Because when government gets big and powerful, the big feel like they need to get even bigger to deal with all that power, and meanwhile, the small and the powerless  in this case, 1,590 community banks  go out of business. You see, folks, this is how socialism starts. Government causes a problem, and then government steps in to solve the problem. This is why, fundamentally, we have to take our government back. The student loan problem has been created by government. Government trying to level the playing field between Internet and brick-and-mortar creates a problem. The FCC jumping in now and saying, were going to put 400 pages of regulation over the Internet, is going to create massive problems. But guess who pushed for that regulation? The big Internet companies. This is whats going on. Big and powerful use big and powerful government to their advantage. Its why you see Walgreens buying Rite Aid. Its why you see the pharmaceuticals getting together. Its you see the health insurance companies getting together. Its why you see the banks consolidating. And meanwhile, small businesses are getting crushed. Community- based businesses and farms are getting crushed. Community banks are going out of business. Big government favors the big, the powerful, the wealthy and the well-connected, and crushes the small and the powerless.",FIORINA
 Mrs. Fiorina.,QUINTANILLA
 It is why we have to simplify. It is why we have to reduce the size and power of government.,FIORINA
 OK.,QUINTANILLA
 Its the only way to level the playing field between big and powerful and small and powerless.,FIORINA
" Thank you very much. In terms of all of that, it raises the question whether you have the maturity and wisdom to lead this $17 trillion economy. What do you say?",QUINTANILLA
" Well, you just  you just listed a litany of discredited attacks from Democrats and my political opponents, and Im not gonna waste 60 seconds detailing them all. But Im going to tell you the truth. Heres the truth. I didnt inherit any money. My dad was a bartender, my mother was a maid. They worked hard to provide us the chance at a better life. They didnt save enough money for us to go to school. I had to work my way through school. I had to borrow money to go to school. I tried (ph), early in my marriage, explaining to my wife why someone named Sallie Mae was taking $1,000 out of our bank account every month. (LAUGHTER) I know what its like to owe that money, and weve worked hard. Weve worked hard our whole life to provide a better family  a better life for our family. We own a home four blocks away from the place that I grew up in. My four children have been able to receive a good Christian education, and Ive been able to save for them to go to college so they never have to have the loans that I did. But Im not worried about my finances, Im worried about the finances of everyday Americans who today are struggling in an economy that is not producing good paying jobs while everything else costs more. And thats what this economy needs to  thats what this debate needs to be about. This debate needs to be about the men and women across this country that are struggling on a daily basis to provide for their families the better future that weve always said this country is all about.",RUBIO
" Senator, I understand all of that. I had a lot of student loans when I got out, too. But youve had a windfall that a lot of Americans havent. You made over a million dollars on a book deal, and some of these problems came after that.",QUICK
" And I used it to pay off my loans. And its available on paperback, if youre interested in buying my book.",RUBIO
" But you  but you liquidated that retirement account after the fact, and that cost you about $24,000 out of that in taxes and feed. That  that was after youd already come into that windfall. Thats why I raised the question.",QUICK
" Yeah, again, as I said, were raising a family in the 21st century and its one of the reasons why my tax plan is a pro- family tax plan. It increases the per child tax credit, because I didnt read about this in a book. I know for a fact how difficult it is to raise children, how expensive its become for working families. And I make a lot more than the average American. Imagine how hard it is for these people out there that are making 40, 50, $60,000 a year, and theyre trying to provide for their families at a time when this economy is not growing. We cant afford another four years of that. Which is what were gonna get if we elect a big government liberal like Hillary Clinton to the White House. Thank you, senator.",RUBIO
" Governor John Kasich, youve called for abolishing the Export Import Bank, which provides subsidies to help American companies compete with overseas competitors. You call that corporate welfare. One of the largest newspapers in your state wrote an editorial, said they found that strange, writing, that if thats corporate welfare, what does Kasich call the millions of dollars in financial incentives doled out to attract or retain jobs by his development effort  jobs Ohio. If subsidies are good enough for Ohio companies, why arent they good enough for companies trying to compete overseas?",HARWOOD
" Well, first of all, when we talk about the Import Export Bank, its time to clean up corporate welfare. If were gonna reform welfare for poor people, we ought to reform it for rich people, as well. Secondly, in our state, we went from a loss of 350,000 jobs to, now, a gain of 347,000 jobs to the positive. Our wages are growing faster than the national average, and Ive cut taxes more than any sitting governor in this state  $5 billion, including no taxes on small business and killing the death tax. I want to go back to what we were talking about earlier, this budget deal in Washington. This is the same old stuff since I left. You spend the money today and then you hope youre going to save money tomorrow. I dont know if people understand, but I spent a lifetime with my colleagues getting us to a federal balanced budget. We actually did it. And I have a road map and a plan right now to get us to balance. Reforming entitlements, cutting taxes. You see, because if you really want to get to a balanced budget, you need to reduce your expenses and you need to grow your economy. So what I will tell you about our incentives  our incentives are tight, and at the end of the day we make sure that we gain more from the creation of jobs than what we lose. And you know what? Ohio, one of the best growing places in the country  I not only did it in Washington, I did it in Ohio, and Ill go back to Washington, and there will be no more silly deals",KASICH
" Thank you, Governor.",HARWOOD
  If I become President because well have a Constitutional Amendment to require a federally balanced budget so they will do their job.,KASICH
" Thank you, Governor. Thank you.",HARWOOD
" Yes, thank you John. Senator Cruz, working women in this country still earn just 77 percent of what men earn. And I know that youve said youve been very sympathetic to our cause. But youve also you said that the Democrats moves to try and change this are the political show votes. I just wonder what you would do as President to try and help in this cause?",QUICK
" Well, weve gotta turn the economy around for people who are struggling. The Democrats answer to everything is more government control over wages, and more empowering trial lawyers to file lawsuits. You know, you look at women working. Ill tell you, in my family there are a lot of single moms in my family. My sister was a single mom, both of my aunts who were a single moms. My mom whos here today, was a single mom when my father left us when I was 3 years old. Now, thank God, my father was invited to a Bible study and became born again and he came back to my mom and me and we were raised together. But I  the struggle of single moms is extraordinary. And you know, when you see Hillary Clinton and Bernie Sanders and all the Democrats talking about wanting to address the plight of working women, not a one of them mentioned the fact that under Barack Obama, 3.7 million women have entered poverty. Not a one of them mentioned the fact that under Barack Obama and the big government economy, the median wage for women has dropped $733. The the truth of the matter is, big government benefits the wealthy, it benefits the lobbyists, it benefits the giant corporations. And the people who are getting hammered are small businesses, its single moms, its Hispanics. That is who Im fighting for. The people that Washington leaves behind. (CROSSTALK)",CRUZ
" Becky, it is the height of hypocrisy for Mrs. Clinton to talk about being the first woman President, when every single policy she espouses, and every single policy of President Obama has been demonstrably bad for women.",FIORINA
 92 percent  92 percent of the jobs lost during Barack Obamas first term belonged to women. Senator Cruz is precisely right. Three million women have fallen into poverty under this administration. The number of women ,FIORINA
 Mrs. Fiorina ,QUICK
"  living in extreme poverty is the highest level on record. I am a conservative because I know our values, our principles and our policies ",FIORINA
" Mrs. Fiorina, we will come back to you.",QUICK
"  work better to lift everyone up, men and women.",FIORINA
" Thank you, Mrs. Fiorina. Carl?",QUICK
" Dr. Carson, we know you as a physician, but we wanted to ask you about your involvement on some corporate boards, including Costcos. Last year, a marketing study called the warehouse retailer the number one gay-friendly brand in America, partly because of its domestic partner benefits. Why would you serve on a company whose policies seem to run counter to your views on homosexuality?",QUINTANILLA
" Well, obviously, you dont understand my views on homosexuality. I believe that our Constitution protects everybody, regardless of their sexual orientation or any other aspect. I also believe that marriage is between one man and one woman. And there is no reason that you cant be perfectly fair to the gay community. They shouldnt automatically assume that because you believe that marriage is between one man and one woman that you are a homophobe. And this is one of the myths that the left perpetrates on our society, and this is how they frighten people and get people to shut up. You know, thats what the PC culture is all about, and its destroying this nation. The fact of the matter is we the American people are not each others enemies, its those people who are trying to divide us who are the enemies. And we need to make that very clear to everybody.",CARSON
" Well, thats easy to answer. I didnt have an involvement with them. That is total propaganda, and this is what happens in our society. Total propaganda. I did a couple of speeches for them, I do speeches for other people. They were paid speeches. It is absolutely absurd to say that I had any kind of a relationship with them. Do I take the product? Yes. I think its a good product.",CARSON
" To be fair, you were on the homepage of their website with the logo over your shoulder ",QUINTANILLA
" If somebody put me on their homepage, they did it without my permission.",CARSON
 Does that not speak to your vetting process or judgment in any way.,QUINTANILLA
" No, it speaks to the fact that I dont know those  (AUDIENCE BOOS) See? They know.",CARSON
 Apparently. We will take a break. Well be back in Boulder in just a minute. (COMMERCIAL BREAK),QUINTANILLA
" Welcome back to the Republican presidential debate on CNBC, live from Boulder, Colorado at the University of Colorado. Senator Huckabee, I mean  excuse me  Senator Rubio, Wired magazine recently carried the heading, Marco Rubio wants to be the tech industrys savior. It noted your support for dramatically increasing immigration visas called H1B, which are designed for workers with the special skills that Silicon Valley wants. But your Senate colleague, Jeff Sessions of Alabama, says in reality, the tech industry uses this program to undercut hiring and wages for highly qualified Americans. Why is he wrong?",HARWOOD
" Well, first of all, if a company gets caught doing that, they should never be able to use the program again. If you get caught abusing this program, you should never be able to use it again. The second thing I said is we need to add reforms, not just increase the numbers, but add reforms. For example, before you hire anyone from abroad, you should have to advertise that job for 180 days. You also have to prove that youre going to pay these people more than you would pay someone else, so that youre not undercutting it by bringing in cheap labor. But heres the best solution of all. We need to get back to training people in this country to do the jobs of the 21st century. Why, for the life of me, I do not understand why did we stop doing vocational education in America, people that can work with their hands; people you can train to do this work while theyre still in high school so they can graduate ready to go work. But the best way to close this gap is to modernize higher education so Americans have the skills for those jobs. But in the interim, in the absence of that, whats happening is some of these tech companies are taking those  those centers (ph) to Canada because they can get people to go over there instead of here. But the ideal scenario is to train Americans to do the work so we dont have to rely on people from abroad.",RUBIO
 It sounds like you think Senator Sessions is wrong to believe there is enough abuse in that program that we shouldnt (CROSSTALK),HARWOOD
" Well, I believe that there are abuses, those companies should be permanently barred from ever using the program again and we should put strict standards in place to ensure that theyre not being abused, like the prevailing wage requirement and like the advertising requirement.",RUBIO
" Thank you, Senator. Becky?",HARWOOD
" Mr. Trump, lets stay on this issue of immigration. You have been very critical of Mark Zuckerberg of Facebook who has wanted to increase the number of these H1Bs.",QUICK
" I was not at all critical of him. I was not at all. In fact, frankly, hes complaining about the fact that were losing some of the most talented people. They go to Harvard. They go to Yale. They go to Princeton. They come from another country and theyre immediately sent out. I am all in favor of keeping these talented people here so they can go to work in Silicon Valley.",TRUMP
 So youre in favor of (CROSSTALK),QUICK
 So I have nothing at all critical of him.  QUICK: Where did I read this and come up with this that you were (CROSSTALK),TRUMP
" Probably, I dont know  you people write the stuff. I dont know where you (LAUGHTER)",TRUMP
" And if I could say just one thing. I am the only person in either campaign thats self-funding. Im putting up 100 percent of my own money. And right now, I will be putting up a tremendous  so far, Ive put up less than anybody and I have the best results. Wouldnt that be nice if the country could do that? But I will be putting  I will be putting up, you know, tremendous amounts of money. SuperPacs are a disaster. Theyre a scam. They cause dishonesty. And you better get rid of them because they are causing a lot of bad decisions to be made by some very good people. And Im not blaming these folks  well, I guess I could. (LAUGHTER) Very good people are making very bad decisions right now. And if anything comes out of this whole thing with some of these nasty and ridiculous questions, I will tell you, you better get rid of the SuperPacs because they causing a big problem with this country, not only in dishonesty and whats going on, but also in a lot of bad decisions that have been made for the benefit of lobbyists and special interests.",TRUMP
" You know, Mr.  you know, Mr. Trump, if I may (inaudible). Youve been  you have been  you had talked a little bit about Marco Rubio. I think you called him Mark Zuckerbergs personal senator because he was in favor of the H1B.",QUICK
 I never said that. I never said that.,TRUMP
 So this was an erroneous article the whole way around?,QUICK
" Youve got another gentleman in Florida, who happens to be a very nice guy, but not",TRUMP
 My apologies. Im sorry. (CROSSTALK),QUICK
  hes really doing some bad (CROSSTALK),TRUMP
" Since Ive been mentioned, can I respond? (CROSSTALK)",RUBIO
" Yes, you can.",QUICK
" OK. I know the Democrats have the ultimate SuperPac. Its called the mainstream media who every single day  and Ill tell you why. Last week, Hillary Clinton went before a committee. She admitted she had sent e-mails to her family saying, Hey, this attack at Benghazi was caused by Al Qaida-like elements. She spent over a week telling the families of those victims and the American people that it was because of a video. And yet the mainstream media is going around saying it was the greatest week in Hillary Clintons campaign. It was the week she got exposed as a liar. It was the week that she got exposed as a liar But she has her super PAC helping her out, the American mainstream media.",RUBIO
" Senator Rubio, thank you very much. I would like to introduce my colleague, Rick Santelli, he has some comments as well, sir.",QUICK
" Senator Cruz, lets focus on our central bank, the Federal Reserve. Youve been a fierce critic of the Fed, arguing for more transparency. Where do you want to take that? Do you want to get Congress involved in monetary policy, or is it time to slap the Fed back and downsize them completely? What are your thoughts? What do you believe?",SANTELLI
" Well, Rick, its a very important question. I have got deep concerns about the Fed. The first thing I think we need to do is audit the Fed. And I am an original co-sponsor of Rand Pauls audit the Fed legislation. The second thing we need to do is I think we need to bring together a bipartisan commission to look at getting back to rules- based monetary policy, end this star chamber that has been engaging in this incredible experiment of quantitative easing, QE1, QE2, QE3, QE- infinity. And the people who are being impacted, you know, a question that was asked earlier, Becky asked, was about working women. You know, its interesting, you look at on Wall Street, the Fed is doing great. Its driving up stock prices. Wall Street is doing great. You know, today, the top 1 percent earn a higher share of our income than any year since 1928. But if you look at working men and women. If you look at a single mom buying groceries, she sees hamburger prices have gone up nearly 40 percent. She sees her cost of electricity going up. She sees her health insurance going up. And loose money is one of the major problems. We need sound money. And I think the Fed should get out of the business of trying to juice our economy and simply be focused on sound money and monetary stability, ideally tied to gold.",CRUZ
" Senator Paul, the same question to you.",SANTELLI
" Well, thank you very much. I would like to thank Ted for co-sponsoring my bill, audit the Fed. And I think its precisely because of the arrogance of someone like Ben Bernanke, who now calls us all know-nothings, that is precisely why we need audit the Fed. I think it is really very much a huge problem that an organization as powerful as the Fed comes in, lobbies against them being audited on the Hill. I would prevent them lobbying Congress. I dont think the Fed should be involved with lobbying us. I think we should examine how the Fed has really been part of the problem. You want to study income inequality, lets bring the Fed forward and talk about Fed policy and how it causes income inequality. Lets also bring the Fed forward and have them explain how they caused the housing boom and the crisis, and what theyve done to make us better or worse. I think the Fed has been a great problem in our society. What you need to do is free up interest rates. Interest rates are the price of money, and we shouldnt have price controls on the price of money.",PAUL
" Thank you, Senator. Dr. Carson, you told The Des Moines Register that you dont like government subsidies, it interferes with the free market. But youve also said that youre in favor of taking oil subsidies and putting them towards ethanol processing. Isnt that just swapping one subsidy for another, Doctor?",SANTELLI
" Well, first of all, I was wrong about taking the oil subsidy. I have  the best results, wouldnt that be nice if the country could do that? But I will be putting  I will be putting up, you know, tremendous amounts of money. Super PACs are a disaster. Theyre a scam. They cause dishonesty. And you had better get rid of them, because they are causing a lot of bad decisions to be made by some very good people. And Im not blaming these folks  but I guess I could. (LAUGHTER) Very good people are making very bad decisions right now. And if anything comes out of this whole thing with some of these nasty and ridiculous questions, I will tell you, you had better get rid of the super PACs, because theyre causing a big problem with this country, not only in dishonesty and whats going on, but also in a lot of bad decisions that are being made for the benefit of lobbyists and special interests. (CROSSTALK)",CARSON
" You know, Mr. Trump, if I may (CROSSTALK)",QUICK
" Just a minute, Ms. Fiorina, let me follow up on this for just a moment. You talked a little bit about Marco Rubio. I think you called him Mark Zuckerbergs personal senator because he was in favor H- 1B (CROSSTALK)",QUICK
 I never said that. I never said that.,TRUMP
 So this was an erroneous article the whole way around?,QUICK
" He has got another gentleman in Florida, who happens to be a very nice guy, but not",TRUMP
 My apologies. Im sorry (CROSSTALK),QUICK
 Everybody is really doing some bad fact,TRUMP
" Since Ive been mentioned, can I respond?",RUBIO
" Yes. Yes, you may.",QUICK
" OK. You know, the Democrats who have the ultimate super PAC, its called the mainstream media. (CHEERING AND APPLAUSE) And Ill tell you why, last week, Hillary Clinton went before a committee, she admitted she had sent emails to her family saying, hey, this attack in Benghazi was caused by al Qaeda-like elements. She spent over a week telling the families of those victims and the American people that it was because of a video. And yet the mainstream media is going around saying it was the greatest week in Hillary Clintons campaign. It was the week she got exposed as a liar. It was the week that she got exposed as a liar (CHEERING AND APPLAUSE) But she has her super PAC helping her out, the American mainstream media.",RUBIO
" Senator Rubio, thank you very much. I would like to introduce my colleague, Rick Santelli, he has some comments as well, sir.",QUICK
" Senator Cruz, lets focus on our central bank, the Federal Reserve. Youve been a fierce critic of the Fed, arguing for more transparency. Where do you want to take that? Do you want to get Congress involved in monetary policy, or is it time to slap the Fed back and downsize them completely? What are your thoughts? What do you believe?",SANTELLI
" Well, Rick, its a very important question. I have got deep concerns about the Fed. The first thing I think we need to do is audit the Fed. And I am an original co-sponsor of Rand Pauls audit the Fed legislation. The second thing we need to do is I think we need to bring together a bipartisan commission to look at getting back to rules- based monetary policy, end this star chamber that has been engaging in this incredible experiment of quantitative easing, QE1, QE2, QE3, QE- infinity. And the people who are being impacted, you know, a question that was asked earlier, Becky asked, was about working women. You know, its interesting, you look at on Wall Street, the Fed is doing great. Its driving up stock prices. Wall Street is doing great. You know, today, the top 1 percent earn a higher share of our income than any year since 1928. But if you look at working men and women. If you look at a single mom buying groceries, she sees hamburger prices have gone up nearly 40 percent. She sees her cost of electricity going up. She sees her health insurance going up. And loose money is one of the major problems. We need sound money. And I think the Fed should get out of the business of trying to juice our economy and simply be focused on sound money and monetary stability, ideally tied to gold.",CRUZ
" Senator Paul, the same question to you.",SANTELLI
" Well, thank you very much. I would like to thank Ted for co-sponsoring my bill, audit the Fed. And I think its precisely because of the arrogance of someone like Ben Bernanke, who now calls us all know-nothings, that is precisely why we need audit the Fed. I think it is really very much a huge problem that an organization as powerful as the Fed comes in, lobbies against them being audited on the Hill. I would prevent them lobbying Congress. I dont think the Fed should be involved with lobbying us. I think we should examine how the Fed has really been part of the problem. You want to study income inequality, lets bring the Fed forward and talk about Fed policy and how it causes income inequality. Lets also bring the Fed forward and have them explain how they caused the housing boom and the crisis, and what theyve done to make us better or worse. I think the Fed has been a great problem in our society. What you need to do is free up interest rates. Interest rates are the price of money, and we shouldnt have price controls on the price of money.",PAUL
" Thank you, Senator. Dr. Carson, you told The Des Moines Register that you dont like government subsidies, it interferes with the free market. But youve also said that youre in favor of taking oil subsidies and putting them towards ethanol processing. Isnt that just swapping one subsidy for another, Doctor?",SANTELLI
" Well, first of all, I was wrong about taking the oil subsidy. I have studied that issue in great detail. And what I have concluded is that the best policy is to get rid of all government subsidies, and get the government out of our lives, and let people rise and fall based on how good they are. And  you know, all of this too big to fail stuff and picking and choosing winners and losers  this is a bunch of crap, and it is really causing a great deal of  great deal of problems for our society right now. And  and  you know, it goes back to the whole concept of regulations, which are in everything. The reason that I  I hate them so much is because every single regulation costs in terms of goods and services. That cost gets passed on to the people. Now, who are the people who are hurt by that? Its poor people and middle class. Doesnt hurt rich people if their bar of soap goes up ten cents, but it hurts the poor and the middle class. And Bernie Sanders will tell them that its because of the rich. Well, Ill tell you something: you can take everything from the top 1 percent, and you apply it to our fiscal gap, and you wont even make a dent in it.",CARSON
" Thank you, Doctor. Becky?",SANTELLI
" Rick, thank you very much. Governor Huckabee, you have railed against income inequality. Youve said that some Wall Street executives should have gone to jail over the roles that they played during the financial crisis. Apart from your tax plan, are there specific steps you would require from corporate America to try and reduce the income inequality.",QUICK
" I dont think its so much about when the government orders a corporation to do something. In fact, thats part of the problem. If you saw that blimp that got cut loose from Maryland today, its a perfect example of government. I mean, what we had was something the government made  basically a bag of gas  that cut loose, destroyed everything in its path, left thousands of people powerless, but they couldnt get rid of it because we had too much money invested in it, so we had to keep it. That is our government today. We saw it in the blimp. Thats exactly what we saw. So look, corporations ought to exercise some responsibility. When CEO income has risen 90 percent above the average worker, when the bottom 90 percent of this countrys economy has had stagnant wages for the past 40 years, somebody is taking it in the teeth. And its not the folks on Wall Street. Im not anti-Wall Street, but I dont believe the government ought to wear a team jersey, pick winners and losers.",HUCKABEE
 Governor?,QUICK
 The government ought to wear a striped shirt and just make sure the game,HUCKABEE
 Governor?,QUICK
 is paid  played fairly.,HUCKABEE
" Thank you. Now, everybody else has fudged their time and gone over, so please, dont cut me off too quick, Becky.",QUICK
" All right, Governor Huckabee.",QUICK
 Let me just close it out this way.,HUCKABEE
 How about 15 more seconds?,QUICK
" We need to be focusing on what fixes this country. And Ill tell you one thing that we never talk about  we havent talked about it tonight. Why arent we talking about  instead of cutting benefits for old people, cutting benefits for sick people  why dont we say, lets cure the four big cost-driving diseases",HUCKABEE
 Governor?,QUICK
" diabetes, heart disease, cancer and Alzheimers?",HUCKABEE
" Governor, Im sorry",QUICK
" If you do that, you dont just change the economy, you transform the lives of millions of hurting Americans.",HUCKABEE
" Governor, thank you.",QUICK
" Gosh, Id love for us to talk about something like that. Thank you. QUICK: Governor, thank you. Appreciate it. John?",HUCKABEE
" Governor Bush, the tax reform bill that Ronald Reagan signed in 1986 cut the top personal income tax rate to 28 percent  just like your plan does. But President Reagan taxed capital gains at the same rate, while you would tax them at just 20 percent. Given the problems weve been discussing, growing gap between rich and poor, why would you tax labor at a higher rate than income from investments?",HARWOOD
" Look, the  the simple fact is that my plan actually gives the middle class the greatest break: $2,000 per family. And if you make $40,000 a year, a family of four, you dont pay any income tax at all. Simplifying the code and lowering rates, both for corporations and  and personal rates, is exactly what we need to do. You think about the regulatory cost and the tax cost  thats why small businesses are closing, rather than being formed in our country right now. The big corporations have the scale to deal with all of this. And what I think all of us are saying is, our monetary policy, our tax policy, regulatory policy needs to be radically changed so we can create high sustained growth for income to rise. The government has tried it their way. Under  under Barack Obama and the proposals of Hillary Clinton and Bernie Sanders and others, theyve tried it their way, and it has failed miserably. We need to take a new approach of taxing  reforming how we tax, and reforming the regulations in our  in our country before its too late.",BUSH
" Senator Rubio, 30 seconds to you. The Tax Foundation, which was alluded to earlier, scored your tax plan and concluded that you give nearly twice as much of a gain in after-tax income to the top 1 percent as to people in the middle of the income scale. Since youre the champion of Americans living paycheck-to- paycheck, dont you have that backward?",HARWOOD
" No, thats  youre wrong. In fact, the largest after- tax gains is for the people at the lower end of the tax spectrum under my plan. And theres a bunch of things my tax plan does to help them. Number one, you have people in this country that",RUBIO
" The Tax Foundation  just to be clear, they said the (CROSSTALK)",HARWOOD
" you wrote a story on it, and you had to go back and correct it.",RUBIO
" No, I did not.",HARWOOD
" You did. No, you did. (CROSSTALK)",RUBIO
" Senator, the Tax Foundation said after-tax income for the top 1 percent under your plan would go up 27.9 percent.",HARWOOD
